ID;Nome;Região;Estado;IDH_2010;PIB_2018;Rodovia;Km;Lat.;Long.;Comprimento;Largura;Gestora;Tipo;Norma;N. de vãos;Superestrutura;Material Super;Encontro;Ano;Classe;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;VMD;X_SIRGAS2000;Y_SIRGAS2000;Litoral_Dist;VMD_Truck
008275;Ponte sobre o canal Caioaba;Southeast;RJ;0.761;205.1;BR-116;132+500;-22.653886728;-43.15416613;18;11.2;CRT;Federal Private;;1;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008276;Passarela Km 134;Southeast;RJ;0.761;205.1;BR-116;134+000;-22.653886728;-43.15416613;36.6;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;5;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008277;Passarela Parque Estrela;Southeast;RJ;0.761;205.1;BR-116;135+200;-22.653886728;-43.15416613;42.3;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;3;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008278;Passarela Km 135,7;Southeast;RJ;0.761;205.1;BR-116;135+700;-22.653886728;-43.15416613;43;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;5;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008279;Ponte sobre o Rio Imbarié;Southeast;RJ;0.761;205.1;BR-116;135+900;-22.653886728;-43.15416613;27.9;10.6;CRT;Federal Private;;1;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008280;Ponte sobre o Rio Imbarié;Southeast;RJ;0.761;205.1;BR-116;135+900;-22.653886728;-43.15416613;27.9;10.6;CRT;Federal Private;;1;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008281;Passarela Km 136,2;Southeast;RJ;0.761;205.1;BR-116;136+200;-22.653886728;-43.15416613;52;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;5;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008282;Ponte sobre o canal Taquera;Southeast;RJ;0.761;205.1;BR-116;136+500;-22.653886728;-43.15416613;42.6;11.4;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008283;Passarelas sobre o Canal Taquara;Southeast;RJ;0.761;205.1;BR-116;136+500;-22.653886728;-43.15416613;22;2;CRT;Federal Private;;1;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008284;Ponte sobre o canal Taquera;Southeast;RJ;0.761;205.1;BR-116;136+500;-22.653886728;-43.15416613;22;10.3;CRT;Federal Private;;1;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008285;Passarelas sobre o Canal Taquara;Southeast;RJ;0.761;205.1;BR-116;136+500;-22.653886728;-43.15416613;22;2;CRT;Federal Private;;1;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;5;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008286;Passarela de Imbarié;Southeast;RJ;0.761;205.1;BR-116;136+500;-22.653886728;-43.15416613;44.7;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;3;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008287;Viaduto sobre RFFSA;Southeast;RJ;0.761;205.1;BR-116;136+800;-22.653886728;-43.15416613;68;10.5;CRT;Federal Private;;2;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;5;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008288;Passarela Jardim do Sol;Southeast;RJ;0.761;205.1;BR-116;137+700;-22.653886728;-43.15416613;52.2;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008289;Ponte sobre o Rio Figueira;Southeast;RJ;0.761;205.1;BR-116;138+100;-22.653886728;-43.15416613;28;10.5;CRT;Federal Private;;1;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;5;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008290;Ponte sobre o Rio Figueira;Southeast;RJ;0.761;205.1;BR-116;138+100;-22.653886728;-43.15416613;28;10.5;CRT;Federal Private;;1;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;5;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008291;Passarela Jardim Anhangâ;Southeast;RJ;0.761;205.1;BR-116;138+400;-22.653886728;-43.15416613;38.4;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008292;Viaduto sobre RFFSA;Southeast;RJ;0.761;205.1;BR-116;139+800;-22.653886728;-43.15416613;54.5;10.5;CRT;Federal Private;;3;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008293;Ponte sobre o Rio Roncador;Southeast;RJ;0.761;205.1;BR-116;139+000;-22.653886728;-43.15416613;41;11;CRT;Federal Private;;3;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008294;Ponte sobre o Rio Roncador;Southeast;RJ;0.761;205.1;BR-116;139+000;-22.653886728;-43.15416613;41;11;CRT;Federal Private;;3;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008295;Ponte sobre o Rio Saracuruna;Southeast;RJ;0.761;205.1;BR-116;140+000;-22.653886728;-43.15416613;48;8.8;CRT;Federal Private;;3;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008296;Ponte sobre o Rio Saracuruna;Southeast;RJ;0.761;205.1;BR-116;140+000;-22.653886728;-43.15416613;48;8.8;CRT;Federal Private;;3;Not Informed;Not Informed;Not Informed;;TB-45;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008297;Passarela Saracuruna;Southeast;RJ;0.761;205.1;BR-116;141+300;-22.653886728;-43.15416613;29;2;CRT;Federal Private;;3;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;4;;;;9933.884047;72930.53145759727;7488815.086162989;35760.68787766493;2970.796703
008298;Passarela Km 141+950;Southeast;RJ;0.761;205.1;BR-116;141+950;-22.657927758;-43.248599802;53;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;5;;;;9933.884047;63222.62732608325;7488091.845875271;37840.31271117226;2970.796702999999
008299;Passarela Pioneiras;Southeast;RJ;0.761;205.1;BR-116;142+500;-22.657927758;-43.248599802;69.8;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;4;;;;9933.884047;63222.62732608325;7488091.845875271;37840.31271117226;2970.796702999999
008300;Passarela Jardim Primavera;Southeast;RJ;0.761;205.1;BR-116;143+000;-22.657927758;-43.248599802;30.4;2;CRT;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;;;;4;;;;9933.884047;63222.62732608325;7488091.845875271;37840.31271117226;2970.796702999999
008301;Viaduto sobre a BR-040;Central-West;GO;0.735;52.89;BR-050;095+800;-16.782571179;-47.633142257;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;1;3;;;;;;1662.954886;-422927.803064188;8124304.768598441;796684.1417605933;831.1261525
008302;Ponte sobre Ribeirão Paineiras;Central-West;GO;0.735;52.89;BR-050;164+950;-17.443923199;-47.794749757;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;1489.1607085;-436953.63595968287;8049649.693818593;736839.2307887262;675.7366629999999
008303;Ponte sobre Ribeirão Imburuçu;Central-West;GO;0.735;52.89;BR-050;179+900;-17.443923199;-47.794749757;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;1489.1607085;-436953.63595968287;8049649.693818593;736839.2307887262;675.7366629999999
008304;Ponte sobre Córrego Capão Dantas;Central-West;GO;0.735;52.89;BR-050;236+200;-17.788357936;-47.760136528;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;1600.9831755;-431447.7230914638;8011347.339600023;700845.3226581155;787.5591300000001
008305;  - Via Férrea;Central-West;GO;0.735;52.89;BR-050;276+500;-18.154243385;-47.914237125;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;1753.4494975;-445961.99247569276;7969681.773990579;673026.5086504081;792.0108525
008306;Ponte sobre Córrego Marimbondo;Central-West;GO;0.735;52.89;BR-050;310+900;-18.300385604;-48.015654011;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;2481.938903;-455985.4855390355;7952816.971921957;664621.0920925844;1010.463025
008307;Ponte Wagner Stelita Campos;Central-West;GO;0.735;52.89;BR-050;314+000;-18.418835284;-48.075312014;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;2730.2402155;-461688.026186413;7939259.683511892;655126.0382970395;1225.194959
008308;Viaduto sobre Ferrovia  (Cont. Norte);Southeast;MG;0.731;166.18;BR-050;000+600;-19.709768538;-47.971923678;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;2;;;;;;2730.2402155;-443220.43527484464;7795577.500494413;513445.05229544546;1225.194959
008309;Viaduto sobre Ferrovia (Cont. Norte);Southeast;MG;0.731;166.18;BR-050;000+600;-19.709768538;-47.971923678;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;2730.2402155;-443220.43527484464;7795577.500494413;513445.05229544546;1225.194959
008310;  (Cont. Norte);Southeast;MG;0.731;166.18;BR-050;001+400;-18.516177508;-48.05225916;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;2730.2402155;-458679.5949654273;7928504.664117944;643973.8273544088;1225.194959
008311;Viaduto de Retorno (Cont. Norte);Southeast;MG;0.731;166.18;BR-050;006+950;-18.516177508;-48.05225916;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;2730.2402155;-458679.5949654273;7928504.664117944;643973.8273544088;1225.194959
008312;Viaduto de Retorno (Cont. Norte);Southeast;MG;0.731;166.18;BR-050;011+400;-18.516177508;-48.05225916;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;2730.2402155;-458679.5949654273;7928504.664117944;643973.8273544088;1225.194959
008313;  - Viaduto Dr. Délio Menicucci;Southeast;MG;0.731;166.18;BR-050;077+300;-18.95487008;-48.21680862;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5563.146627;-473669.9390188912;7878564.279476972;601836.9441069423;2399.047628000001
008314;  - Viaduto Dr. Délio Menicucci;Southeast;MG;0.731;166.18;BR-050;077+300;-18.95487008;-48.21680862;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5563.146627;-473669.9390188912;7878564.279476972;601836.9441069423;2399.047628000001
008315;Passagem superior;Southeast;MG;0.731;166.18;BR-050;080+970;-19.207084146;-48.144336827;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5495.4645535;-464478.29914337385;7850778.5945842005;572597.3169094841;2399.047628
008316;Ponte sobre rio Uberabinha;Southeast;MG;0.731;166.18;BR-050;082+700;-19.207084146;-48.144336827;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5495.4645535;-464478.29914337385;7850778.5945842005;572597.3169094841;2399.047628
008317;Ponte sobre rio Uberabinha;Southeast;MG;0.731;166.18;BR-050;082+700;-19.207084146;-48.144336827;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5495.4645535;-464478.29914337385;7850778.5945842005;572597.3169094841;2399.047628
008318;Ponte sobre rio Tejuco;Southeast;MG;0.731;166.18;BR-050;133+250;-19.207084146;-48.144336827;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5495.4645535;-464478.29914337385;7850778.5945842005;572597.3169094841;2399.047628
008319;Ponte sobre rio Tejuco;Southeast;MG;0.731;166.18;BR-050;133+250;-19.207084146;-48.144336827;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;1;;;;;;5495.4645535;-464478.29914337385;7850778.5945842005;572597.3169094841;2399.047628
008320;Ponte sobre rio Pirapetinga;Southeast;MG;0.731;166.18;BR-050;135+150;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008321;Ponte sobre rio Pirapetinga;Southeast;MG;0.731;166.18;BR-050;135+150;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;1;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008322;Ponte sobre rio Água Limpa;Southeast;MG;0.731;166.18;BR-050;147+600;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008323;Ponte sobre rio Água Limpa;Southeast;MG;0.731;166.18;BR-050;147+600;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008324;Ponte sobre rio Veadinho;Southeast;MG;0.731;166.18;BR-050;155+100;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008325;Ponte sobre rio Veadinho;Southeast;MG;0.731;166.18;BR-050;155+100;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008326;Ponte sobre rio Laranjeira;Southeast;MG;0.731;166.18;BR-050;156+400;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;3;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008327;Ponte sobre rio Laranjeira;Southeast;MG;0.731;166.18;BR-050;156+400;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008328;Ponte sobre rio Caçu;Southeast;MG;0.731;166.18;BR-050;164+650;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;2;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008329;Ponte sobre rio Caçu;Southeast;MG;0.731;166.18;BR-050;164+650;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008330;  - Viaduto Prof. Mário Palmério;Southeast;MG;0.731;166.18;BR-050;167+200;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008331;  - Viaduto Prof. Mário Palmério;Southeast;MG;0.731;166.18;BR-050;167+200;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008332;Ponte sobre o rio Uberaba;Southeast;MG;0.731;166.18;BR-050;169+100;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008333;Ponte sobre o rio Uberaba;Southeast;MG;0.731;166.18;BR-050;169+100;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008334;Passagem Superior;Southeast;MG;0.731;166.18;BR-050;169+900;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008335;Viaduto Dr. Humberto Rodrigues da Cunha;Southeast;MG;0.731;166.18;BR-050;171+900;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008336;Viaduto Dr. Humberto Rodrigues da Cunha;Southeast;MG;0.731;166.18;BR-050;171+900;-19.611691691;-48.017303823;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5495.4645535;-448607.0917253181;7806279.247128005;525363.5386761617;2399.047627999999
008337;Viaduto Ney Junqueira;Southeast;MG;0.731;166.18;BR-050;174+200;-19.777884083;-47.951145773;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;7482.460967999999;-440617.2180969082;7788085.075120082;505516.5572550189;2768.0877785
008338;Viaduto Ney Junqueira;Southeast;MG;0.731;166.18;BR-050;174+200;-19.777884083;-47.951145773;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;7482.460967999999;-440617.2180969082;7788085.075120082;505516.5572550189;2768.0877785
008339;Viaduto Alexandre Jorge (BR.262);Southeast;MG;0.731;166.18;BR-050;174+650;-19.777884083;-47.951145773;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;7482.460967999999;-440617.2180969082;7788085.075120082;505516.5572550189;2768.0877785
008340; ;Southeast;MG;0.731;166.18;BR-050;175+950;-19.777884083;-47.951145773;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;7482.460967999999;-440617.2180969082;7788085.075120082;505516.5572550189;2768.0877785
008341; ;Southeast;MG;0.731;166.18;BR-050;175+950;-19.777884083;-47.951145773;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;7482.460967999999;-440617.2180969082;7788085.075120082;505516.5572550189;2768.0877785
008342;Viaduto Major Geraldo da Silva Vieira;Southeast;MG;0.731;166.18;BR-050;177+850;-19.777884083;-47.951145773;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;7482.460967999999;-440617.2180969082;7788085.075120082;505516.5572550189;2768.0877785
008343;Viaduto Major Geraldo da Silva Vieira;Southeast;MG;0.731;166.18;BR-050;177+850;-19.777884083;-47.951145773;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;7482.460967999999;-440617.2180969082;7788085.075120082;505516.5572550189;2768.0877785
008344; ;Southeast;MG;0.731;166.18;BR-050;179+900;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008345; ;Southeast;MG;0.731;166.18;BR-050;179+900;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008346;Viaduto Adalto Pereira de Almeida;Southeast;MG;0.731;166.18;BR-050;179+900;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008347;Viaduto Adalto Pereira de Almeida;Southeast;MG;0.731;166.18;BR-050;180+050;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008348;Viaduto Adalto Pereira de Almeida;Southeast;MG;0.731;166.18;BR-050;180+050;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008349;  - Via Férrea;Southeast;MG;0.731;166.18;BR-050;182+300;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008350;  - Via Férrea;Southeast;MG;0.731;166.18;BR-050;182+300;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008351; ;Southeast;MG;0.731;166.18;BR-050;186+500;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;3;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008352; ;Southeast;MG;0.731;166.18;BR-050;190+000;-19.848704511;-47.874395815;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;5687.878237;-432082.9192417443;7780605.637024317;495520.4729397849;2148.894646
008353;Passagem superior;Southeast;MG;0.731;166.18;BR-050;199+650;-19.967730719;-47.7946826;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;6778.25191;-422958.91237504885;7767758.242289704;480329.9647035011;2173.125972
008354;Passagem superior;Southeast;MG;0.731;166.18;BR-050;205+100;-19.967730719;-47.7946826;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;6778.25191;-422958.91237504885;7767758.242289704;480329.9647035011;2173.125972
008355;Ponte sobre o rio Grande;Southeast;MG;0.731;166.18;BR-050;206+800;-19.967730719;-47.7946826;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;6778.25191;-422958.91237504885;7767758.242289704;480329.9647035011;2173.125972
008356;Viaduto de Acesso ao Contorno Norte;Southeast;MG;0.731;166.18;BR-050;610+350;;;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;;;;;
008357;Viaduto de Acesso ao Contorno Norte;Southeast;MG;0.731;166.18;BR-050;610+350;;;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;;;;;
008358;Viaduto de entroncamento com a BR-452;Southeast;MG;0.731;166.18;BR-050;612+500;;;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;;;;;
008359;Viaduto de entroncamento com a BR-452;Southeast;MG;0.731;166.18;BR-050;612+520;;;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;;;;;
008360;Viaduto sobre Ferrovia;Southeast;MG;0.731;166.18;BR-050;615+200;;;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;4;4;;;;;;;;;;
008361;Viaduto sobre Ferrovia;Southeast;MG;0.731;166.18;BR-050;615+200;;;;;ECO 050 (ANTIGA MGO);Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;;3;3;;;;;;;;;;
008362;Ponte Rio Mucuri;Northeast;BA;0.66;77.36;BR-101;946+000;-18.10679335;-39.89168554;182.6;11.8;ECO101;Federal Private;;;Not Informed;Not Informed;Not Informed;;;;;;;;;4;4;4;4;4;;;;1787.889176;405657.382062726;7997764.112662711;36854.460547658375;718.4390385000002
008363;Ponte - Rio Itaúnas  ;Southeast;ES;0.74;37.03;BR-101;17+000;-18.35743265;-39.94909187;110.7;11;ECO101;Federal Private;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;4;4;4;4;3;;;;1853.5782665;399726.9522226506;7970000.18171893;37007.21538179679;704.2667350000003
008364;Ponte;Southeast;ES;0.74;37.03;BR-101;30+000;-18.35743265;-39.94909187;54;11.2;ECO101;Federal Private;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;-;-;4;4;3;;;;1853.5782665;399726.9522226506;7970000.18171893;37007.21538179679;704.2667350000003
